brand,model,year,kilometers_driven,owner_type,fuel_type,price_lakhs
Mahindra,Kuv100,2016.0,90494,1,DIESEL,4.16
Maruti,Swift,2011.0,73738,2,PETROL,2.4
Maruti,Swift Dzire,2014.0,58833,2,PETROL,4.9
Hyundai,Elite i20,2018.0,44946,1,PETROL,5.79
Maruti,New Wagon-R,2022.0,13642,1,PETROL,6.42
Renault,Kwid,2019.0,30385,1,PETROL,3.55
Tata,Safari,2021.0,30198,1,DIESEL,18.28
KIA,SELTOS,2019.0,83004,1,PETROL,14.16
Maruti,Baleno,2017.0,80830,1,PETROL,6.98
Maruti,IGNIS,2021.0,22244,1,PETROL,4.81
Hyundai,Eon,2013.0,96763,1,PETROL,2.29
Maruti,Baleno,2018.0,52716,2,PETROL,6.51
Maruti,Ritz,2012.0,118173,2,DIESEL,3.13
Hyundai,Grand i10,2017.0,17815,1,PETROL,4.47
Hyundai,Elite i20,2014.0,106479,1,PETROL,4.16
Volkswagen,Vento,2011.0,26218,1,PETROL,8.02
Maruti,IGNIS,2017.0,48405,1,PETROL,4.07
Hyundai,Eon,2018.0,19450,1,PETROL,3.11
Volkswagen,Vento,2016.0,50500,2,PETROL,5.75
KIA,SELTOS,2020.0,21847,1,PETROL,9.64
Honda,WR-V,2019.0,45978,2,DIESEL,7.55
Maruti,S PRESSO,2021.0,10218,1,PETROL,5.12
Honda,WR-V,2017.0,40959,1,PETROL,7.9
Mahindra,KUV 100 NXT,2019.0,5337,1,PETROL,5.63
Maruti,Baleno,2021.0,40380,1,CNG,8.12
Maruti,IGNIS,2017.0,59293,1,PETROL,5.77
Maruti,Dzire,2021.0,13324,1,PETROL,7.05
Hyundai,Elite i20,2016.0,115440,1,DIESEL,6.03
Hyundai,Verna,2012.0,79482,1,PETROL,5.07
Maruti,Wagon R 1.0,2014.0,45852,2,PETROL,3.37
Volkswagen,Ameo,2019.0,45441,2,PETROL,5.27
Maruti,Alto 800,2013.0,99427,2,PETROL,2.27
Maruti,Celerio,2018.0,7516,1,PETROL,4.31
Maruti,Baleno,2020.0,60810,1,CNG,6.27
Honda,City,2012.0,44164,1,PETROL,4.64
Maruti,Ciaz,2018.0,70211,1,PETROL,6.0
Maruti,Swift,2015.0,78709,1,PETROL,3.93
Skoda,Rapid,2020.0,30761,1,PETROL,8.97
Honda,City,2011.0,26757,1,CNG,7.35
Honda,Brio,2014.0,77469,1,PETROL,4.08
Maruti,Swift Dzire,2015.0,53282,2,DIESEL,8.36
Toyota,YARIS,2019.0,30460,1,PETROL,7.2
Maruti,Baleno,2021.0,19503,2,PETROL,7.46
Maruti,XL6,2022.0,44809,1,PETROL,11.56
Hyundai,i20,2012.0,91703,1,PETROL,4.6
Ford,Ecosport,2014.0,76517,2,DIESEL,4.95
Maruti,Wagon R 1.0,2014.0,49093,1,PETROL,3.0865
Maruti,Baleno,2019.0,20818,1,PETROL,6.13
KIA,SELTOS,2020.0,94998,1,DIESEL,14.62
Hyundai,Tucson New,2017.0,53047,2,PETROL,11.54
Maruti,Swift Dzire,2013.0,62088,2,PETROL,5.86
Hyundai,i20,2011.0,72523,1,PETROL,2.09
Maruti,Ciaz,2022.0,21284,1,PETROL,9.1
Hyundai,Xcent,2015.0,41544,2,PETROL,3.26
Maruti,Swift,2014.0,34551,2,PETROL,3.75
Maruti,Alto 800,2017.0,32328,1,PETROL,3.22
Tata,NEXON,2019.0,67271,1,DIESEL,8.31
Maruti,Baleno,2017.0,67286,1,PETROL,5.06
Honda,Amaze,2016.0,62072,2,DIESEL,5.05
Maruti,Wagon R 1.0,2016.0,61981,2,PETROL,4.26
Maruti,Dzire,2018.0,30303,1,PETROL,5.57
Hyundai,AURA,2020.0,98983,1,PETROL,8.25
Hyundai,Creta,2016.0,95696,1,PETROL,7.33
Hyundai,Grand i10,2018.0,28266,1,PETROL,5.21
Maruti,Dzire,2018.0,43424,2,DIESEL,6.63
Maruti,Ciaz,2020.0,27344,1,PETROL,8.75
Hyundai,Elite i20,2015.0,47753,2,PETROL,4.7
Honda,City,2014.0,74493,2,DIESEL,6.06
Tata,Tiago,2019.0,53263,1,PETROL,4.8
KIA,SONET,2020.0,70052,1,DIESEL,10.91
Hyundai,NEW SANTRO,2021.0,16502,1,PETROL,5.2
Maruti,Celerio X,2018.0,82558,1,PETROL,5.2
Maruti,Ciaz,2017.0,84866,1,DIESEL,6.56
Maruti,Wagon R 1.0,2014.0,76461,3,CNG,3.01
Tata,Tiago,2017.0,29594,1,PETROL,5.24
Hyundai,Creta,2016.0,67621,1,PETROL,8.78
Nissan,MAGNITE,2021.0,54526,1,PETROL,7.22
Maruti,Alto 800,2012.0,48775,2,PETROL,2.55
Maruti,Wagon R 1.0,2012.0,61195,2,PETROL,2.54
Hyundai,Santro Xing,2012.0,60738,1,PETROL,2.74
Datsun,Go,2017.0,30774,2,PETROL,3.02
Honda,City,2018.0,48978,1,PETROL,8.07
Hyundai,Creta,2016.0,67437,2,PETROL,7.29
Maruti,Wagon R 1.0,2016.0,45675,1,PETROL,3.26
Maruti,Alto K10,2014.0,21670,1,PETROL,2.3735
Hyundai,NEW SANTRO,2019.0,27792,1,CNG,6.04
Maruti,Wagon R 1.0,2010.0,86967,1,PETROL,1.56
Volkswagen,Ameo,2017.0,19454,1,PETROL,10.05
Hyundai,i10,2011.0,82055,1,PETROL,2.99
Renault,Kwid,2016.0,16528,2,PETROL,3.78
Maruti,Baleno,2017.0,27436,1,PETROL,6.06
Maruti,Wagon R 1.0,2014.0,52685,1,CNG,3.46
Renault,Kiger,2021.0,19142,1,PETROL,9.26
Hyundai,Creta,2015.0,58313,1,DIESEL,8.78
Maruti,Celerio X,2018.0,63528,1,PETROL,4.95
Maruti,Swift,2012.0,48005,1,PETROL,3.13
Maruti,Alto K10,2016.0,73344,3,PETROL,2.98
Honda,Jazz,2017.0,70602,1,PETROL,7.07
Maruti,Swift,2017.0,105133,1,DIESEL,5.93
Renault,Kwid,2017.0,52520,2,PETROL,3.85
Hyundai,Eon,2014.0,48407,1,PETROL,2.93
Maruti,Celerio X,2017.0,23991,1,PETROL,4.63
Maruti,Dzire,2018.0,16568,1,PETROL,6.15
Hyundai,Creta,2018.0,71658,1,PETROL,9.86
Maruti,Celerio,2022.0,3742,1,PETROL,6.05
Hyundai,Xcent,2015.0,75360,1,PETROL,4.01
Hyundai,Grand i10,2016.0,46894,3,PETROL,4.88
Maruti,Celerio,2018.0,23405,1,PETROL,4.83
Maruti,Swift Dzire,2015.0,69690,1,PETROL,9.32
Maruti,Swift,2018.0,55483,1,PETROL,4.95
Maruti,New Wagon-R,2021.0,17189,1,CNG,5.99
Maruti,Swift,2013.0,92389,2,DIESEL,4.01
Hyundai,Grand i10,2017.0,35740,1,PETROL,5.26
Nissan,Micra Active,2019.0,26274,1,PETROL,5.26
Nissan,MAGNITE,2022.0,11850,1,PETROL,7.18
Maruti,Celerio,2018.0,70689,1,PETROL,4.95
Maruti,Baleno,2021.0,36798,1,PETROL,6.74
Maruti,Alto K10,2011.0,25928,1,PETROL,2.48
Maruti,S PRESSO,2020.0,82366,1,CNG,4.52
Hyundai,Creta,2016.0,50947,1,PETROL,7.92
Hyundai,i10,2011.0,108793,2,PETROL,2.67
Maruti,Celerio,2015.0,96295,2,CNG,3.32
Hyundai,Elite i20,2018.0,42849,1,PETROL,5.54
Datsun,Redi Go,2016.0,10724,1,PETROL,2.53
Datsun,Go Plus,2018.0,44386,1,PETROL,4.29
Renault,TRIBER,2020.0,25179,2,PETROL,6.19
Mahindra,XUV500,2019.0,95338,1,DIESEL,8.85
Renault,Kwid,2017.0,85831,1,PETROL,2.79
Honda,Amaze,2014.0,94591,1,DIESEL,4.8
Maruti,Zen Estilo,2010.0,91626,1,PETROL,1.63
Hyundai,ALCAZAR,2021.0,22928,1,DIESEL,17.76
Toyota,YARIS,2018.0,47140,2,PETROL,6.21
Hyundai,Verna,2018.0,78994,1,PETROL,5.29
Maruti,Swift Dzire,2015.0,66694,1,PETROL,4.45
Renault,Kiger,2021.0,19706,2,PETROL,7.86
Hyundai,VENUE,2019.0,23797,2,DIESEL,8.27
Maruti,Ciaz,2016.0,110103,1,DIESEL,6.5
Hyundai,i20 Active,2018.0,120607,1,PETROL,5.59
Renault,TRIBER,2019.0,10175,1,PETROL,6.14
Honda,City,2017.0,45915,1,PETROL,8.74
Maruti,Celerio,2018.0,55847,1,PETROL,4.57
Hyundai,Elite i20,2016.0,47045,1,PETROL,6.48
Hyundai,Elite i20,2015.0,58583,1,PETROL,5.04
Hyundai,Elite i20,2017.0,37701,1,PETROL,5.12
Hyundai,Verna,2018.0,95329,1,PETROL,8.43
BMW,3 Series,2013.0,153870,3,DIESEL,10.05
Hyundai,Xcent,2014.0,57000,1,PETROL,3.4
Maruti,Ertiga,2015.0,71877,2,PETROL,7.08
Hyundai,Elite i20,2019.0,39839,1,PETROL,8.61
Maruti,Swift,2010.0,115008,1,PETROL,2.12
Volkswagen,Vento,2018.0,43119,2,PETROL,8.25
Hyundai,Xcent,2019.0,58973,1,PETROL,3.34
Maruti,Swift,2018.0,61326,1,PETROL,6.16
Maruti,S PRESSO,2020.0,11274,2,PETROL,3.9775
Maruti,Baleno,2017.0,74006,1,PETROL,4.13
Hyundai,NEW SANTRO,2021.0,15869,1,PETROL,5.39
Hyundai,Grand i10,2018.0,39525,2,PETROL,4.53
Renault,Kwid,2022.0,6624,1,PETROL,5.09
Renault,TRIBER,2020.0,21801,1,PETROL,7.52
Maruti,Alto 800,2013.0,13626,2,CNG,2.8
Hyundai,i10,2015.0,77569,1,PETROL,3.93
Maruti,S PRESSO,2020.0,53587,2,CNG,4.51
Maruti,Swift,2018.0,49578,1,PETROL,7.11
Hyundai,AURA,2021.0,41428,1,PETROL,8.34
Maruti,Ritz,2010.0,72199,2,PETROL,1.6
Maruti,S PRESSO,2019.0,89221,1,CNG,3.41
Maruti,Swift,2017.0,96391,1,DIESEL,6.01
Maruti,Celerio,2017.0,30623,1,PETROL,4.94
Honda,WR-V,2017.0,93767,2,DIESEL,6.17
Maruti,Baleno,2017.0,66609,1,PETROL,5.49
Mahindra,Thar,2021.0,9087,1,PETROL,15.85
Ford,Ecosport,2019.0,84035,1,PETROL,7.22
Maruti,Ritz,2014.0,62031,1,PETROL,2.98
Honda,Amaze,2019.0,45245,1,PETROL,6.85
Hyundai,Grand i10,2015.0,28744,2,PETROL,3.82
Honda,City,2012.0,76739,2,CNG,5.35
Honda,Amaze,2014.0,93416,1,PETROL,3.42
Hyundai,i10,2014.0,54827,2,PETROL,3.42
Hyundai,GRAND I10 NIOS,2021.0,19693,1,CNG,6.49
Hyundai,Elite i20,2015.0,42000,2,PETROL,3.93
Maruti,Swift,2011.0,78858,1,PETROL,2.19
Maruti,Wagon R 1.0,2013.0,94581,2,PETROL,3.55
Honda,Amaze,2022.0,25222,1,PETROL,8.48
Maruti,Ciaz,2018.0,61960,2,PETROL,4.69
Maruti,Wagon R 1.0,2011.0,71957,1,PETROL,2.49
Hyundai,VENUE,2019.0,39413,1,PETROL,9.32
Maruti,Ciaz,2016.0,24731,1,PETROL,6.47
Maruti,Swift,2018.0,46509,1,PETROL,6.76
Hyundai,Grand i10,2017.0,52539,1,PETROL,5.16
Honda,Amaze,2016.0,43803,1,PETROL,8.73
Toyota,Etios,2011.0,42508,1,PETROL,5.55
Maruti,Swift,2014.0,73889,1,PETROL,4.71
Maruti,S Cross,2020.0,40687,1,PETROL,9.9
Hyundai,Eon,2013.0,84171,2,PETROL,2.41
Ford,Ecosport,2018.0,54937,2,DIESEL,6.68
Maruti,Swift,2016.0,80664,1,PETROL,3.79
Honda,Amaze,2016.0,72918,1,DIESEL,7.41
Hyundai,Verna,2017.0,48612,1,DIESEL,14.09
Honda,Jazz,2017.0,59541,1,PETROL,5.88
Honda,WR-V,2019.0,53439,1,DIESEL,6.08
Hyundai,Verna,2016.0,58454,2,DIESEL,3.86
Maruti,Swift,2019.0,57265,1,PETROL,6.43
Honda,Amaze,2016.0,51975,1,PETROL,4.64
Maruti,Ertiga,2019.0,33340,1,PETROL,8.87
Hyundai,Grand i10,2014.0,40940,2,PETROL,4.38
Renault,Duster,2020.0,95678,1,PETROL,10.56
Renault,Kwid,2015.0,22677,1,PETROL,3.45
Maruti,Baleno,2020.0,22610,1,PETROL,6.54
Hyundai,i10,2016.0,70593,1,PETROL,3.45
Ford,FREESTYLE,2018.0,59405,1,DIESEL,5.02
Renault,Duster,2016.0,56003,2,DIESEL,7.67
Honda,Civic,2019.0,94786,2,DIESEL,13.59
Hyundai,New Elantra,2018.0,83195,2,PETROL,13.32
Volkswagen,Vento,2016.0,116897,1,DIESEL,6.29
Volkswagen,Vento,2013.0,105210,1,PETROL,5.76
Maruti,Ciaz,2019.0,110999,3,DIESEL,4.94
Maruti,Swift,2016.0,52783,1,PETROL,5.14
Maruti,Celerio,2015.0,83408,1,CNG,4.32
Hyundai,Grand i10,2017.0,66442,1,PETROL,3.83
Hyundai,Grand i10,2015.0,60817,2,PETROL,4.75
Datsun,Redi Go,2017.0,32419,1,PETROL,3.06
Maruti,S PRESSO,2020.0,71274,1,CNG,4.36
Maruti,Baleno,2017.0,70528,1,PETROL,7.05
Maruti,Celerio,2017.0,82305,1,CNG,4.4
Hyundai,Elite i20,2016.0,49441,1,PETROL,5.56
Hyundai,VENUE,2021.0,54210,1,DIESEL,10.22
Maruti,Swift,2015.0,58131,1,PETROL,5.53
Tata,NEXON,2019.0,78651,1,DIESEL,6.47
Hyundai,NEW I20 N LINE,2021.0,17079,1,PETROL,11.19
Maruti,Baleno,2018.0,51413,2,PETROL,5.06
Maruti,Wagon R 1.0,2011.0,49855,2,CNG,2.3
Honda,Amaze,2018.0,16206,2,PETROL,4.31
Maruti,Ertiga,2013.0,84558,2,CNG,5.8535
Maruti,Baleno,2016.0,48042,1,PETROL,6.42
Hyundai,Grand i10,2015.0,61337,1,PETROL,3.16
Honda,Amaze,2015.0,97135,2,PETROL,3.92
Maruti,Swift,2018.0,56291,1,PETROL,5.72
Honda,Jazz,2017.0,58070,1,PETROL,6.05
Maruti,S PRESSO,2020.0,38169,1,CNG,4.91
Maruti,Wagon R 1.0,2012.0,58228,2,CNG,3.08
Hyundai,NEW SANTRO,2020.0,62948,1,PETROL,4.36
Volkswagen,Vento,2016.0,47680,1,PETROL,7.14
Skoda,Rapid,2015.0,20630,1,PETROL,13.47
Maruti,Vitara Brezza,2019.0,45739,1,DIESEL,7.838
Hyundai,Elite i20,2016.0,40841,1,PETROL,6.99
Maruti,Swift,2012.0,79695,1,PETROL,3.23
Maruti,Swift Dzire,2015.0,73002,2,PETROL,5.13
Maruti,Alto K10,2018.0,47248,1,PETROL,3.75
Maruti,Swift,2019.0,44954,1,DIESEL,8.1
Maruti,Swift Dzire,2013.0,99860,1,DIESEL,4.44
Maruti,Alto K10,2015.0,29293,1,PETROL,3.43
Maruti,Celerio,2014.0,99227,1,PETROL,3.72
Toyota,YARIS,2018.0,64638,1,PETROL,7.48
Maruti,Baleno,2018.0,15063,1,PETROL,6.01
Maruti,Alto,2019.0,51964,1,CNG,3.89
Honda,Jazz,2015.0,55145,1,PETROL,5.87
Toyota,YARIS,2018.0,90619,1,PETROL,7.0
Maruti,Swift,2011.0,56317,1,PETROL,3.94
Hyundai,AURA,2021.0,76506,2,PETROL,8.77
Mahindra,TUV300,2019.0,70065,1,DIESEL,8.09
Honda,Brio,2018.0,14382,2,PETROL,5.08
Hyundai,Verna,2020.0,17216,1,PETROL,9.52
Hyundai,Elite i20,2015.0,59470,1,PETROL,6.58
Maruti,Celerio,2014.0,23915,1,PETROL,4.4
Maruti,Swift,2012.0,39155,1,PETROL,3.97
Maruti,Celerio,2017.0,87814,2,PETROL,4.56
Ford,Ecosport,2019.0,18014,2,CNG,8.23
Maruti,Alto,2021.0,37400,1,CNG,4.51
Honda,City,2016.0,88437,1,CNG,6.51
Honda,Jazz,2019.0,36785,2,PETROL,6.39
Hyundai,Grand i10,2018.0,74256,1,PETROL,4.63
Maruti,Celerio X,2018.0,63618,1,PETROL,5.23
Maruti,Ciaz,2019.0,53713,1,DIESEL,7.14
Honda,Amaze,2018.0,43353,1,PETROL,12.98
Maruti,Baleno,2018.0,60525,1,PETROL,5.27
Ford,Ecosport,2019.0,51442,1,PETROL,7.78
Honda,Amaze,2016.0,111247,2,PETROL,4.6
Hyundai,Elite i20,2019.0,40424,1,PETROL,7.27
Maruti,Baleno,2016.0,38385,1,PETROL,5.13
Maruti,Dzire,2021.0,76725,1,PETROL,3.36
Honda,City,2015.0,81098,1,PETROL,6.87
Volkswagen,Polo,2016.0,81009,3,DIESEL,6.2
Maruti,Baleno,2017.0,78928,2,PETROL,4.91
Hyundai,Verna,2017.0,59949,1,PETROL,6.818
Honda,City,2014.0,77192,1,PETROL,4.96
Maruti,S PRESSO,2019.0,93516,1,PETROL,3.71
Volkswagen,Ameo,2016.0,64851,2,PETROL,4.11
Maruti,Wagon R 1.0,2013.0,46225,1,PETROL,3.43
Maruti,Swift,2017.0,124644,1,DIESEL,4.86
Renault,Duster,2015.0,73259,2,DIESEL,5.55
Honda,Amaze,2019.0,22382,1,PETROL,6.62
Renault,Kwid,2018.0,18334,2,PETROL,4.2
Hyundai,Creta,2018.0,68036,1,PETROL,9.91
Honda,Jazz,2016.0,62526,1,CNG,5.52
Honda,Amaze,2014.0,57121,1,PETROL,3.75
Maruti,Ciaz,2021.0,20730,1,PETROL,8.0
Maruti,Alto 800,2014.0,24027,1,PETROL,2.11
Renault,Kwid,2018.0,57389,1,PETROL,3.45
Maruti,Dzire,2017.0,12324,1,PETROL,5.65
Honda,City,2019.0,10242,1,PETROL,10.09
Hyundai,Creta,2019.0,52076,1,PETROL,9.45
Maruti,S PRESSO,2020.0,21656,1,PETROL,4.14
Hyundai,Elite i20,2019.0,71277,1,PETROL,6.82
Maruti,Ciaz,2022.0,76165,1,DIESEL,9.32
Maruti,Swift,2013.0,61249,1,PETROL,4.02
Skoda,Octavia,2017.0,125006,1,DIESEL,12.67
Honda,Amaze,2019.0,17763,1,PETROL,3.97
Tata,NEXON,2021.0,24093,1,PETROL,9.41
Maruti,Alto K10,2019.0,56506,1,CNG,3.78
Hyundai,Creta,2016.0,87976,1,PETROL,7.76
Renault,Kwid,2019.0,11722,1,PETROL,4.03
Maruti,Swift,2019.0,64660,1,PETROL,6.41
Hyundai,NEW SANTRO,2022.0,25586,1,CNG,5.64
Maruti,S PRESSO,2021.0,25844,1,PETROL,4.26
Honda,City,2015.0,96488,2,PETROL,5.2
Maruti,Celerio,2018.0,23079,2,PETROL,4.93
Maruti,Swift Dzire,2010.0,80183,3,PETROL,2.87
Hyundai,Elite i20,2018.0,27933,1,PETROL,6.28
Maruti,Celerio,2017.0,35381,1,PETROL,4.8
Maruti,Dzire,2017.0,84712,1,PETROL,5.08
Maruti,Ciaz,2015.0,75168,3,DIESEL,3.95
Ford,Ecosport,2018.0,73059,1,DIESEL,6.76
Toyota,Etios Liva,2013.0,84319,2,DIESEL,4.35
Renault,Kwid,2021.0,24619,2,PETROL,5.31
Maruti,Alto 800,2017.0,44990,2,PETROL,3.0
Hyundai,Elite i20,2018.0,97326,1,PETROL,6.01
Hyundai,Elite i20,2016.0,51264,2,PETROL,5.5
Hyundai,Verna,2012.0,105524,2,CNG,3.356
Maruti,Celerio,2021.0,17929,1,PETROL,5.33
Hyundai,i10,2014.0,45798,1,PETROL,3.33
Maruti,Wagon R 1.0,2015.0,27588,1,PETROL,3.72
Hyundai,Verna,2016.0,65780,1,PETROL,6.43
Renault,TRIBER,2020.0,25264,2,PETROL,6.73
Maruti,Swift,2014.0,113521,1,PETROL,4.88
Maruti,Celerio,2017.0,66709,1,CNG,4.6
Hyundai,Creta,2019.0,54683,1,PETROL,11.86
Renault,Kwid,2019.0,47008,1,PETROL,4.07
Tata,NEXON,2021.0,21344,1,DIESEL,8.49
Hyundai,Creta,2019.0,80459,1,DIESEL,11.0
Renault,Duster,2020.0,49264,1,PETROL,9.72
Hyundai,Elite i20,2019.0,49409,1,PETROL,5.93
Toyota,YARIS,2021.0,86630,2,PETROL,4.31
Hyundai,i10,2012.0,35101,3,PETROL,3.48
Ford,FREESTYLE,2018.0,34380,1,PETROL,6.53
Maruti,Vitara Brezza,2019.0,77461,1,DIESEL,8.03
Tata,NEXON,2018.0,59599,1,DIESEL,6.57
Hyundai,i10,2011.0,70117,2,PETROL,2.45
Maruti,Wagon R 1.0,2018.0,52286,1,PETROL,3.91
Hyundai,Elite i20,2016.0,54708,1,PETROL,6.94
Maruti,Ciaz,2017.0,104073,2,PETROL,6.23
Hyundai,Grand i10,2017.0,36405,1,PETROL,5.42
Hyundai,Eon,2015.0,82273,1,PETROL,2.71
Honda,City,2018.0,47802,1,PETROL,9.34
Maruti,Alto K10,2018.0,66802,1,PETROL,3.42
Maruti,Celerio,2019.0,89573,1,CNG,5.017
Maruti,Dzire,2018.0,56873,1,PETROL,3.17
Maruti,Dzire,2017.0,79240,1,DIESEL,7.71
Datsun,Redi Go,2018.0,37399,1,PETROL,3.88
Maruti,Baleno,2018.0,52948,1,DIESEL,5.81
Renault,Kwid,2018.0,96475,1,PETROL,3.73
Maruti,Swift Dzire,2013.0,50493,1,PETROL,4.17
Maruti,Swift,2015.0,92777,1,DIESEL,3.89
Maruti,A Star,2011.0,56992,1,PETROL,2.69
Volkswagen,Polo,2012.0,99913,1,DIESEL,3.06
Maruti,Baleno,2019.0,29679,1,PETROL,6.39
Hyundai,NEW SANTRO,2019.0,68865,1,CNG,4.78
Nissan,MAGNITE,2021.0,16936,1,PETROL,7.39
Maruti,Alto,2012.0,64934,2,PETROL,2.05
Maruti,Baleno,2017.0,54407,1,PETROL,5.64
Maruti,Swift Dzire,2012.0,48563,2,PETROL,5.78
Maruti,Ciaz,2016.0,56282,1,PETROL,6.18
Maruti,New Wagon-R,2019.0,21779,1,CNG,5.76
Toyota,Glanza,2021.0,58508,1,PETROL,7.08
Hyundai,Grand i10,2015.0,54592,1,PETROL,5.12
Mahindra,Thar,2017.0,63510,1,DIESEL,6.85
Hyundai,NEW SANTRO,2018.0,70698,1,PETROL,5.14
Renault,Kwid,2021.0,15512,2,PETROL,4.67
Mahindra,Kuv100,2016.0,90022,1,PETROL,3.66
Hyundai,NEW I20,2022.0,7271,1,PETROL,9.38
Tata,Tiago,2018.0,91442,1,PETROL,4.98
Volkswagen,Polo,2018.0,56919,1,PETROL,6.23
Maruti,Celerio,2018.0,117924,1,PETROL,4.95
Datsun,Go,2019.0,25591,1,PETROL,4.2
Renault,Duster,2014.0,52550,1,DIESEL,6.25
Maruti,Celerio,2017.0,22308,2,PETROL,4.78
Tata,Tiago,2019.0,13083,2,PETROL,6.11
Maruti,Wagon R 1.0,2016.0,91935,1,PETROL,4.07
Hyundai,Grand i10,2019.0,34005,1,PETROL,5.66
Hyundai,Grand i10,2015.0,35537,3,PETROL,4.22
Renault,Kwid,2019.0,26039,1,PETROL,4.72
Maruti,New Wagon-R,2020.0,64212,1,CNG,5.92
Tata,NEXON,2021.0,3948,1,PETROL,9.52
Maruti,Ciaz,2021.0,95356,2,PETROL,3.45
Maruti,Ciaz,2020.0,68433,1,PETROL,7.14
Hyundai,Elite i20,2015.0,94059,2,PETROL,4.97
Hyundai,New Elantra,2019.0,37428,2,PETROL,15.39
Maruti,Alto K10,2013.0,85808,1,PETROL,2.43
Maruti,Wagon R 1.0,2016.0,64642,1,PETROL,3.59
Maruti,New Wagon-R,2021.0,61651,1,CNG,5.58
Hyundai,i10,2012.0,21063,1,PETROL,2.57
Hyundai,NEW SANTRO,2020.0,38751,1,CNG,5.73
Hyundai,Elite i20,2019.0,18784,1,PETROL,7.11
Nissan,Micra,2017.0,31476,1,PETROL,5.45
Honda,WR-V,2017.0,30033,1,PETROL,7.98
Toyota,YARIS,2018.0,18326,1,PETROL,7.33
Datsun,Redi Go,2017.0,29220,1,PETROL,2.19
Maruti,Alto K10,2012.0,92682,2,PETROL,2.06
Renault,Kwid,2016.0,48652,2,PETROL,2.99
Mahindra,XUV500,2018.0,83294,2,DIESEL,10.86
Maruti,Dzire,2017.0,78566,1,PETROL,7.26
Tata,Tiago,2017.0,51405,3,PETROL,4.23
Maruti,Baleno,2016.0,34820,2,CNG,6.1
Mahindra,BOLERO NEO,2021.0,63146,1,DIESEL,8.33
Hyundai,NEW SANTRO,2018.0,76855,2,PETROL,4.99
Renault,Kiger,2021.0,13808,1,PETROL,8.37
Maruti,IGNIS,2019.0,30098,1,PETROL,5.39
Honda,City,2017.0,69587,1,PETROL,6.8
Maruti,Baleno,2016.0,62894,2,PETROL,6.02
Maruti,Celerio,2016.0,30940,2,PETROL,3.36
Honda,WR-V,2017.0,71649,1,DIESEL,8.09
Ford,Ecosport,2018.0,59589,1,DIESEL,7.94
Honda,City,2020.0,102002,1,DIESEL,4.787
Honda,City,2021.0,33789,1,PETROL,13.87
Honda,Jazz,2018.0,29151,2,PETROL,5.13
Volkswagen,Polo,2016.0,81031,1,PETROL,3.78
Maruti,Wagon R 1.0,2017.0,55676,2,PETROL,4.23
Maruti,Celerio,2017.0,120703,2,PETROL,4.07
Maruti,Swift,2021.0,42516,1,PETROL,6.6
Datsun,Go Plus,2018.0,23154,1,PETROL,4.14
Renault,Kwid,2019.0,38825,1,PETROL,3.92
Hyundai,GRAND I10 NIOS,2021.0,50380,1,CNG,6.44
Toyota,YARIS,2018.0,17875,2,PETROL,10.15
Hyundai,Grand i10,2016.0,56022,1,PETROL,5.02
Hyundai,Creta,2019.0,48657,1,PETROL,10.07
Maruti,Dzire,2019.0,22797,1,PETROL,7.82
Maruti,Wagon R 1.0,2015.0,74759,1,PETROL,3.42
Hyundai,i10,2010.0,62726,1,PETROL,2.76
Maruti,Baleno,2018.0,29314,1,PETROL,5.23
Maruti,Swift,2012.0,51873,2,PETROL,3.67
Maruti,Alto K10,2015.0,46499,2,PETROL,2.61
Maruti,Wagon R 1.0,2016.0,40561,2,CNG,3.79
Honda,City,2014.0,50161,1,PETROL,4.08
Maruti,Vitara Brezza,2018.0,89047,1,DIESEL,5.74
Maruti,Celerio,2019.0,30109,2,PETROL,4.92
Maruti,Swift Dzire,2014.0,24316,1,PETROL,7.6
Honda,City,2019.0,68382,1,PETROL,5.65
Honda,WR-V,2018.0,13826,2,PETROL,7.11
Hyundai,Verna,2017.0,109832,2,PETROL,5.25
Maruti,New Wagon-R,2021.0,63818,1,CNG,5.642
Hyundai,i20,2013.0,91983,2,PETROL,2.97
Hyundai,Grand i10,2015.0,40751,1,PETROL,5.24
Skoda,Rapid,2017.0,104774,1,DIESEL,6.878
KIA,SONET,2020.0,56330,1,PETROL,11.38
Maruti,Alto,2021.0,14771,1,PETROL,4.63
Hyundai,NEW I20,2021.0,51220,1,PETROL,8.14
Tata,Tiago,2017.0,46667,2,PETROL,4.88
Maruti,Swift Dzire,2017.0,54838,1,PETROL,3.48
Hyundai,i10,2012.0,75621,1,PETROL,2.53
Maruti,Alto K10,2018.0,3504,1,PETROL,3.66
Maruti,Wagon R 1.0,2013.0,46873,1,PETROL,2.16
Maruti,Swift Dzire,2015.0,37158,1,PETROL,7.12
Hyundai,Grand i10,2015.0,43785,1,PETROL,3.78
Hyundai,Grand i10,2016.0,22977,1,PETROL,5.27
Maruti,S PRESSO,2022.0,10592,1,PETROL,4.69
Maruti,Alto K10,2015.0,46720,2,PETROL,3.34
Maruti,Swift Dzire,2013.0,51515,1,PETROL,3.57
Honda,Jazz,2021.0,7171,1,PETROL,8.6
Maruti,Vitara Brezza,2019.0,54125,2,DIESEL,7.46
Hyundai,Elite i20,2016.0,53789,1,PETROL,7.06
Honda,City,2018.0,36212,1,PETROL,11.86
Hyundai,Creta,2022.0,2747,1,PETROL,11.5
