Unnamed: 0,car_name,year,kilometers_driven,owner_type,fuel_type,location,drive_type,body_type,price,brand,model,owner_type_str,price_lakhs
2133,Mahindra Thar,2021.0,5097,2,PETROL,GJ-03,Automatic,SUV,1547000,Mahindra,Thar,Second,15.47
2134,Maruti Dzire,2019.0,44546,1,PETROL,DL-5C,Manual,Sedan,635000,Maruti,Dzire,First,6.35
2135,Maruti Swift,2012.0,116973,1,PETROL,,Manual,HatchBack,316000,Maruti,Swift,First,3.16
2136,Tata NEXON,2021.0,31793,1,DIESEL,KA-03,Automatic,SUV,1295000,Tata,NEXON,First,12.95
2137,Mahindra XUV500,2017.0,30728,1,DIESEL,KA-03,Automatic,Lux_SUV,1531000,Mahindra,XUV500,First,15.31
2138,Toyota Innova Crysta,2018.0,81300,1,DIESEL,MH-05,Manual,SUV,1713000,Toyota,Innova Crysta,First,17.13
2139,Volkswagen Polo,2019.0,58031,1,PETROL,MH-12,Manual,HatchBack,639000,Volkswagen,Polo,First,6.39
2140,Hyundai Eon,2016.0,8187,2,PETROL,KA-41,Manual,HatchBack,366000,Hyundai,Eon,Second,3.66
2141,Mahindra XUV500,2016.0,54628,2,DIESEL,KA-05,Manual,Lux_SUV,1012000,Mahindra,XUV500,Second,10.12
2142,Ford Ecosport,2017.0,52450,2,PETROL,HR-26,Manual,SUV,551000,Ford,Ecosport,Second,5.51
2143,Maruti Alto 800,2016.0,40133,3,PETROL,TN-33,Manual,HatchBack,277000,Maruti,Alto 800,Third,2.77
2144,Maruti Vitara Brezza,2018.0,36428,1,DIESEL,HR-10,Automatic,SUV,779000,Maruti,Vitara Brezza,First,7.79
2145,Datsun Go,2016.0,42285,1,PETROL,BR-01,Manual,HatchBack,203000,Datsun,Go,First,2.03
2146,Maruti Baleno,2020.0,35053,1,PETROL,DL-3C,Manual,HatchBack,655000,Maruti,Baleno,First,6.55
2147,Maruti Swift Dzire,2015.0,56389,2,PETROL,DL-3C,Automatic,Sedan,316000,Maruti,Swift Dzire,Second,3.16
2148,Toyota YARIS,2021.0,58989,1,PETROL,DL-14,Automatic,Sedan,913000,Toyota,YARIS,First,9.13
2149,Maruti Dzire,2019.0,35146,1,PETROL,KA-41,Automatic,Sedan,731000,Maruti,Dzire,First,7.31
2150,Hyundai Elite i20,2019.0,62596,1,PETROL,PB-91,Manual,HatchBack,685000,Hyundai,Elite i20,First,6.85
2151,Maruti S Cross,2020.0,26852,1,PETROL,TS-07,Manual,SUV,1019000,Maruti,S Cross,First,10.19
2152,Honda City,2015.0,13681,1,PETROL,TN-12,Manual,Sedan,926000,Honda,City,First,9.26
2153,Maruti Alto K10,2011.0,84199,2,PETROL,HR-26,Manual,HatchBack,168000,Maruti,Alto K10,Second,1.68
2154,Honda Jazz,2022.0,11077,1,PETROL,HR-98,Automatic,HatchBack,830000,Honda,Jazz,First,8.3
2155,Maruti New Wagon-R,2019.0,38201,1,PETROL,PB-70,Manual,HatchBack,510000,Maruti,New Wagon-R,First,5.1
2156,Hyundai i20,2013.0,62091,3,PETROL,DL-3C,Manual,HatchBack,290000,Hyundai,i20,Third,2.9
2157,Maruti Baleno,2017.0,44339,1,PETROL,TS-08,Manual,HatchBack,658000,Maruti,Baleno,First,6.58
2158,Honda WR-V,2017.0,87581,1,PETROL,DL-3C,Manual,SUV,613000,Honda,WR-V,First,6.13
2159,Maruti Swift Dzire,2010.0,38464,2,PETROL,TN-72,Automatic,Sedan,1049000,Maruti,Swift Dzire,Second,10.49
2160,Hyundai ALCAZAR,2021.0,30111,1,DIESEL,TS-07,Manual,SUV,1877000,Hyundai,ALCAZAR,First,18.77
2161,Hyundai VENUE,2021.0,13241,1,PETROL,PB-70,Automatic,SUV,1118000,Hyundai,VENUE,First,11.18
2162,Renault Kwid,2017.0,28675,1,PETROL,GJ-05,Automatic,HatchBack,337000,Renault,Kwid,First,3.37
2163,Hyundai Grand i10,2017.0,86527,1,PETROL,UP-80,Manual,HatchBack,446000,Hyundai,Grand i10,First,4.46
2164,Maruti Wagon R 1.0,2018.0,66438,1,CNG,HR-26,Manual,HatchBack,424000,Maruti,Wagon R 1.0,First,4.24
2165,Maruti Alto K10,2018.0,24379,1,PETROL,TS-11,Manual,HatchBack,356000,Maruti,Alto K10,First,3.56
2166,Honda Amaze,2013.0,95303,1,PETROL,GJ-05,Manual,Sedan,674000,Honda,Amaze,First,6.74
2167,Volkswagen Polo,2013.0,61360,1,PETROL,MH-01,Automatic,HatchBack,467000,Volkswagen,Polo,First,4.67
2168,Maruti Baleno,2021.0,61289,1,PETROL,GJ-27,Manual,HatchBack,696000,Maruti,Baleno,First,6.96
2169,Honda Amaze,2019.0,48162,1,PETROL,HR-51,Manual,Sedan,566000,Honda,Amaze,First,5.66
2170,Honda Amaze,2018.0,70968,1,PETROL,KA-03,Manual,Sedan,617000,Honda,Amaze,First,6.17
2171,Honda City,2016.0,61813,3,PETROL,MH-47,Automatic,Sedan,603000,Honda,City,Third,6.03
2172,Ford Ecosport,2017.0,85982,2,PETROL,TN-01,Automatic,SUV,694000,Ford,Ecosport,Second,6.94
2173,Maruti Wagon R 1.0,2015.0,79769,1,CNG,MH-47,Manual,HatchBack,353000,Maruti,Wagon R 1.0,First,3.53
2174,Hyundai Elite i20,2017.0,93975,1,PETROL,KA-03,Manual,HatchBack,699000,Hyundai,Elite i20,First,6.99
2175,Hyundai Creta,2022.0,4164,1,DIESEL,MH-14,Manual,SUV,1449000,Hyundai,Creta,First,14.49
2176,Honda Brio,2015.0,73634,1,PETROL,KA-05,Manual,HatchBack,413000,Honda,Brio,First,4.13
2177,Maruti Swift Dzire,2012.0,50816,2,PETROL,KA-09,Automatic,Sedan,797000,Maruti,Swift Dzire,Second,7.97
2178,Maruti A Star,2010.0,49743,1,PETROL,MH-03,Manual,HatchBack,164000,Maruti,A Star,First,1.64
2179,Volkswagen Ameo,2017.0,114844,1,PETROL,,Manual,Sedan,591000,Volkswagen,Ameo,First,5.91
2180,Maruti Baleno,2019.0,57203,1,PETROL,UP-78,Manual,HatchBack,610000,Maruti,Baleno,First,6.1
2181,Honda Civic,2019.0,113624,1,DIESEL,GJ-01,Manual,Sedan,631000,Honda,Civic,First,6.31
2182,Maruti Dzire,2017.0,53119,1,PETROL,DL-1C,Manual,Sedan,502000,Maruti,Dzire,First,5.02
2183,Maruti Celerio,2018.0,31424,1,PETROL,TN-59,Manual,HatchBack,529000,Maruti,Celerio,First,5.29
2184,Renault Kwid,2019.0,55065,1,PETROL,MH-48,Automatic,HatchBack,428000,Renault,Kwid,First,4.28
2185,Volkswagen Polo,2010.0,97453,1,PETROL,KL-41,Manual,HatchBack,311000,Volkswagen,Polo,First,3.11
2186,Maruti Swift,2017.0,57938,1,PETROL,GJ-01,Manual,HatchBack,467000,Maruti,Swift,First,4.67
2187,Toyota Corolla Altis,2011.0,100075,2,PETROL,,Manual,Lux_sedan,394000,Toyota,Corolla Altis,Second,3.94
2188,Maruti Celerio,2018.0,50870,1,CNG,MH-46,Manual,HatchBack,519000,Maruti,Celerio,First,5.19
2189,Maruti Dzire,2018.0,79019,1,DIESEL,KA-43,Manual,Sedan,758000,Maruti,Dzire,First,7.58
2190,Toyota Corolla Altis,2013.0,104563,2,PETROL,,Manual,Lux_sedan,353000,Toyota,Corolla Altis,Second,3.53
2191,Honda City,2014.0,76899,1,PETROL,KA-01,Manual,Sedan,397000,Honda,City,First,3.97
2192,Hyundai AURA,2020.0,92154,1,PETROL,TN-03,Manual,Sedan,551000,Hyundai,AURA,First,5.51
2193,Maruti Baleno,2017.0,62422,2,PETROL,TS-07,Manual,HatchBack,574000,Maruti,Baleno,Second,5.74
2194,Maruti Alto K10,2017.0,28200,1,PETROL,TS-08,Automatic,HatchBack,364000,Maruti,Alto K10,First,3.64
2195,Hyundai i20,2011.0,93658,2,PETROL,DL-4C,Manual,HatchBack,207000,Hyundai,i20,Second,2.07
2196,Hyundai Verna,2016.0,95184,2,PETROL,GJ-01,Automatic,Sedan,533000,Hyundai,Verna,Second,5.33
2197,Honda City,2018.0,32795,2,PETROL,MH-12,Automatic,Sedan,633000,Honda,City,Second,6.33
2198,Hyundai GRAND I10 NIOS,2019.0,9026,1,PETROL,KA-05,Manual,HatchBack,695000,Hyundai,GRAND I10 NIOS,First,6.95
2199,Hyundai GRAND I10 NIOS,2019.0,38010,1,PETROL,TS-07,Automatic,HatchBack,710000,Hyundai,GRAND I10 NIOS,First,7.1
2200,Honda Amaze,2021.0,69050,2,PETROL,KA-05,Manual,Sedan,733000,Honda,Amaze,Second,7.33
2201,Maruti Swift,2018.0,71824,1,PETROL,MP-48,Automatic,HatchBack,522000,Maruti,Swift,First,5.22
2202,KIA SELTOS,2020.0,42372,1,PETROL,TS-08,Manual,SUV,1339000,KIA,SELTOS,First,13.39
2203,Hyundai NEW I20,2020.0,34579,1,DIESEL,KA-02,Manual,HatchBack,1031000,Hyundai,NEW I20,First,10.31
2204,Hyundai Grand i10,2014.0,44106,1,PETROL,KA-53,Manual,HatchBack,425000,Hyundai,Grand i10,First,4.25
2205,Maruti Alto K10,2016.0,22747,2,PETROL,DL-1C,Manual,HatchBack,290000,Maruti,Alto K10,Second,2.9
2206,Maruti Wagon R 1.0,2017.0,71220,1,CNG,HR-10,Manual,HatchBack,386000,Maruti,Wagon R 1.0,First,3.86
2207,Honda Amaze,2015.0,59657,1,DIESEL,DL-8C,Automatic,Sedan,690000,Honda,Amaze,First,6.9
2208,Hyundai i20 Active,2017.0,26404,1,PETROL,KA-03,Manual,HatchBack,691000,Hyundai,i20 Active,First,6.91
2209,Maruti Baleno,2018.0,53715,4,CNG,TS-08,Manual,HatchBack,651000,Maruti,Baleno,Fourth,6.51
2210,Maruti S PRESSO,2019.0,67591,1,PETROL,GJ-05,Manual,HatchBack,435000,Maruti,S PRESSO,First,4.35
2211,Hyundai Xcent,2015.0,105339,1,DIESEL,UP-16,Manual,Sedan,708000,Hyundai,Xcent,First,7.08
2212,Honda City,2020.0,104681,1,PETROL,,Manual,Sedan,469000,Honda,City,First,4.69
2213,Maruti Dzire,2017.0,81369,1,PETROL,HR-03,Manual,Sedan,553000,Maruti,Dzire,First,5.53
2214,Honda Jazz,2019.0,63460,1,PETROL,KA-05,Automatic,HatchBack,794000,Honda,Jazz,First,7.94
2215,Hyundai NEW SANTRO,2019.0,34284,1,CNG,DL-8C,Manual,HatchBack,533000,Hyundai,NEW SANTRO,First,5.33
2216,Ford Ecosport,2018.0,76198,1,DIESEL,GJ-01,Manual,SUV,760000,Ford,Ecosport,First,7.6
2217,Hyundai Grand i10,2019.0,22695,1,PETROL,GJ-18,Manual,HatchBack,563000,Hyundai,Grand i10,First,5.63
2218,Hyundai Elite i20,2017.0,41497,1,PETROL,GJ-27,Manual,HatchBack,658000,Hyundai,Elite i20,First,6.58
2219,Maruti Celerio X,2018.0,70312,3,PETROL,MH-48,Manual,HatchBack,415000,Maruti,Celerio X,Third,4.15
2220,Hyundai NEW SANTRO,2018.0,49258,1,CNG,MH-01,Manual,HatchBack,555000,Hyundai,NEW SANTRO,First,5.55
2221,Hyundai i20,2013.0,94424,1,PETROL,DL-12,Manual,HatchBack,319000,Hyundai,i20,First,3.19
2222,Maruti IGNIS,2018.0,36714,1,PETROL,KA-04,Manual,HatchBack,580000,Maruti,IGNIS,First,5.8
2223,Maruti Celerio,2019.0,9067,2,PETROL,KA-25,Manual,HatchBack,507000,Maruti,Celerio,Second,5.07
2224,Maruti New Wagon-R,2020.0,47781,1,CNG,CH-01,Manual,HatchBack,515000,Maruti,New Wagon-R,First,5.15
2225,Renault Duster,2021.0,12441,1,PETROL,TN-23,Automatic,SUV,1311000,Renault,Duster,First,13.11
2226,Hyundai Grand i10,2015.0,89268,2,PETROL,GJ-01,Manual,HatchBack,448000,Hyundai,Grand i10,Second,4.48
2227,Maruti Wagon R 1.0,2013.0,45247,1,PETROL,DL-4C,Manual,HatchBack,250000,Maruti,Wagon R 1.0,First,2.5
2228,Maruti Ertiga,2017.0,101647,3,DIESEL,GJ-01,Manual,SUV,716000,Maruti,Ertiga,Third,7.16
2229,Mahindra XUV500,2016.0,57626,1,DIESEL,KA-01,Manual,Lux_SUV,1274000,Mahindra,XUV500,First,12.74
2230,Maruti Alto K10,2015.0,44589,1,PETROL,KL-39,Manual,HatchBack,320000,Maruti,Alto K10,First,3.2
2231,Honda City,2017.0,39429,2,PETROL,MH-01,Automatic,Sedan,574000,Honda,City,Second,5.74
2232,Honda WR-V,2018.0,90213,1,PETROL,GJ-18,Manual,SUV,685000,Honda,WR-V,First,6.85
2233,Hyundai Grand i10,2015.0,25452,1,PETROL,KA-02,Manual,HatchBack,542000,Hyundai,Grand i10,First,5.42
2234,Maruti Swift Dzire,2015.0,38272,1,PETROL,MH-02,Automatic,Sedan,885000,Maruti,Swift Dzire,First,8.85
2235,Maruti Ciaz,2017.0,34483,1,PETROL,MH-46,Manual,Sedan,511000,Maruti,Ciaz,First,5.11
2236,Maruti Alto 800,2014.0,71218,1,PETROL,KA-05,Manual,HatchBack,295000,Maruti,Alto 800,First,2.95
2237,Tata Tiago,2017.0,65287,1,PETROL,TN-10,Manual,HatchBack,458000,Tata,Tiago,First,4.58
2238,Maruti Dzire,2022.0,73980,2,PETROL,GJ-01,Manual,Sedan,573000,Maruti,Dzire,Second,5.73
2239,Maruti Wagon R 1.0,2016.0,36954,3,PETROL,GJ-10,Manual,HatchBack,375000,Maruti,Wagon R 1.0,Third,3.75
2240,Tata ALTROZ,2022.0,5107,1,PETROL,TN-12,Automatic,HatchBack,952000,Tata,ALTROZ,First,9.52
2241,Maruti Wagon R 1.0,2017.0,33789,1,PETROL,GJ-05,Manual,HatchBack,399000,Maruti,Wagon R 1.0,First,3.99
2242,Maruti Dzire,2017.0,7281,1,PETROL,KA-05,Automatic,Sedan,1373000,Maruti,Dzire,First,13.73
2243,Renault TRIBER,2019.0,24945,1,PETROL,TN-19,Manual,SUV,626000,Renault,TRIBER,First,6.26
2244,Maruti Vitara Brezza,2017.0,67646,1,DIESEL,UP-65,Manual,SUV,644000,Maruti,Vitara Brezza,First,6.44
2245,Maruti Dzire,2018.0,74352,1,PETROL,TN-01,Manual,Sedan,367000,Maruti,Dzire,First,3.67
2246,Renault Kiger,2021.0,33234,1,PETROL,GJ-05,Automatic,HatchBack,748000,Renault,Kiger,First,7.48
2247,Maruti Baleno,2017.0,57559,1,PETROL,DL-8C,Manual,HatchBack,496000,Maruti,Baleno,First,4.96
2248,Honda City,2016.0,38706,1,PETROL,KA-03,Manual,Sedan,724000,Honda,City,First,7.24
2249,Maruti Vitara Brezza,2018.0,75647,1,DIESEL,UP-14,Manual,SUV,580000,Maruti,Vitara Brezza,First,5.8
2250,Maruti Vitara Brezza,2019.0,59517,1,DIESEL,MH-44,Manual,SUV,900000,Maruti,Vitara Brezza,First,9.0
2251,Maruti Vitara Brezza,2018.0,72152,2,DIESEL,KA-30,Automatic,SUV,930000,Maruti,Vitara Brezza,Second,9.3
2252,Maruti Ciaz,2018.0,30526,1,PETROL,GJ-15,Manual,Sedan,645000,Maruti,Ciaz,First,6.45
2253,Maruti BREZZA,2022.0,19466,1,PETROL,TS-05,Manual,SUV,1347000,Maruti,BREZZA,First,13.47
2254,Hyundai Eon,2018.0,57485,1,PETROL,MP-05,Manual,HatchBack,306000,Hyundai,Eon,First,3.06
2255,Maruti Wagon R 1.0,2015.0,34204,1,CNG,MH-02,Manual,HatchBack,377000,Maruti,Wagon R 1.0,First,3.77
2256,Hyundai Verna,2019.0,43174,1,PETROL,MH-03,Manual,Sedan,463000,Hyundai,Verna,First,4.63
2257,Renault Kwid,2020.0,14156,1,PETROL,GJ-06,Manual,HatchBack,393000,Renault,Kwid,First,3.93
2258,Hyundai Santro Xing,2014.0,10861,1,PETROL,DL-9C,Manual,HatchBack,264000,Hyundai,Santro Xing,First,2.64
2259,Honda City,2017.0,35925,1,PETROL,TS-09,Automatic,Sedan,746000,Honda,City,First,7.46
2260,Honda Brio,2012.0,57686,2,PETROL,MH-43,Manual,HatchBack,275000,Honda,Brio,Second,2.75
2261,Maruti Dzire,2019.0,65131,2,PETROL,PB-70,Manual,Sedan,564000,Maruti,Dzire,Second,5.64
2262,Tata TIGOR,2017.0,69742,1,PETROL,GJ-05,Automatic,Sedan,873000,Tata,TIGOR,First,8.73
2263,Tata ALTROZ,2021.0,9934,1,PETROL,MH-05,Manual,HatchBack,756000,Tata,ALTROZ,First,7.56
2264,Maruti Alto 800,2016.0,28381,1,PETROL,MH-12,Manual,HatchBack,279000,Maruti,Alto 800,First,2.79
2265,Nissan MAGNITE,2022.0,10478,1,PETROL,HR-98,Automatic,SUV,905000,Nissan,MAGNITE,First,9.05
2266,Maruti Swift Dzire,2012.0,73970,1,DIESEL,TN-02,Automatic,Sedan,976000,Maruti,Swift Dzire,First,9.76
2267,Maruti Ritz,2011.0,59680,1,PETROL,DL-6C,Manual,HatchBack,192000,Maruti,Ritz,First,1.92
2268,Maruti New Wagon-R,2019.0,33412,1,PETROL,TN-09,Manual,HatchBack,501000,Maruti,New Wagon-R,First,5.01
2269,Toyota Glanza,2020.0,50209,2,PETROL,TS-07,Manual,HatchBack,722000,Toyota,Glanza,Second,7.22
2270,Maruti Wagon R 1.0,2013.0,78947,3,PETROL,TN-31,Manual,HatchBack,329000,Maruti,Wagon R 1.0,Third,3.29
2271,Maruti Alto,2021.0,18663,1,PETROL,KA-04,Manual,HatchBack,469000,Maruti,Alto,First,4.69
2272,Tata TIGOR,2019.0,46013,2,PETROL,PB-08,Automatic,Sedan,544000,Tata,TIGOR,Second,5.44
2273,Maruti Alto,2021.0,32041,1,CNG,HR-29,Manual,HatchBack,429000,Maruti,Alto,First,4.29
2274,Maruti Swift,2015.0,47507,3,PETROL,MH-03,Manual,HatchBack,462000,Maruti,Swift,Third,4.62
2275,Maruti Swift Dzire,2010.0,35782,1,PETROL,MP-09,Manual,Sedan,738000,Maruti,Swift Dzire,First,7.38
2276,Maruti Baleno,2019.0,15480,1,PETROL,HR-26,Manual,HatchBack,624000,Maruti,Baleno,First,6.24
2277,Honda Amaze,2019.0,15680,1,PETROL,GJ-38,Automatic,Sedan,1102000,Honda,Amaze,First,11.02
2278,Hyundai NEW SANTRO,2019.0,29390,1,PETROL,KA-03,Manual,HatchBack,508000,Hyundai,NEW SANTRO,First,5.08
2279,Honda Brio,2012.0,92796,1,PETROL,KA-01,Manual,HatchBack,338000,Honda,Brio,First,3.38
2280,Hyundai Santro Xing,2013.0,81618,1,PETROL,UP-14,Manual,HatchBack,212000,Hyundai,Santro Xing,First,2.12
2281,Maruti Wagon R 1.0,2018.0,69705,1,PETROL,UP-40,Manual,HatchBack,382000,Maruti,Wagon R 1.0,First,3.82
2282,Maruti Wagon R 1.0,2015.0,46332,2,PETROL,KA-51,Manual,HatchBack,354000,Maruti,Wagon R 1.0,Second,3.54
2283,Honda Amaze,2014.0,69660,1,PETROL,DL-4C,Manual,Sedan,350000,Honda,Amaze,First,3.5
2284,Maruti Swift,2018.0,80955,1,PETROL,TS-07,Manual,HatchBack,644000,Maruti,Swift,First,6.44
2285,Ford Ecosport,2018.0,54308,1,PETROL,DL-10,Manual,SUV,695000,Ford,Ecosport,First,6.95
2286,Hyundai Verna,2018.0,20664,1,PETROL,MH-04,Manual,Sedan,409000,Hyundai,Verna,First,4.09
2287,Maruti Celerio,2018.0,52080,2,PETROL,TN-02,Automatic,HatchBack,462000,Maruti,Celerio,Second,4.62
2288,Maruti S PRESSO,2019.0,33484,1,PETROL,TS-11,Manual,HatchBack,429000,Maruti,S PRESSO,First,4.29
2289,Maruti Dzire,2017.0,99367,1,DIESEL,RJ-20,Manual,Sedan,738000,Maruti,Dzire,First,7.38
2290,Honda WR-V,2021.0,71880,1,DIESEL,TN-13,Manual,SUV,1026000,Honda,WR-V,First,10.26
2291,Tata Safari,2022.0,18319,1,DIESEL,TS-08,Manual,SUV,2107000,Tata,Safari,First,21.07
2292,Hyundai Elite i20,2015.0,54154,1,PETROL,KA-01,Manual,HatchBack,664000,Hyundai,Elite i20,First,6.64
2293,Hyundai i10,2011.0,42527,2,PETROL,MH-02,Manual,HatchBack,251000,Hyundai,i10,Second,2.51
2294,Hyundai Elite i20,2017.0,81025,1,PETROL,HR-85,Manual,HatchBack,557000,Hyundai,Elite i20,First,5.57
2295,Hyundai Eon,2013.0,100432,2,PETROL,,Manual,HatchBack,223000,Hyundai,Eon,Second,2.23
2296,Maruti Alto 800,2017.0,20815,1,PETROL,TN-05,Manual,HatchBack,306000,Maruti,Alto 800,First,3.06
2297,Honda WR-V,2018.0,36036,1,PETROL,MH-03,Manual,SUV,759000,Honda,WR-V,First,7.59
2298,Maruti S PRESSO,2020.0,21336,1,PETROL,DL-8C,Manual,HatchBack,398000,Maruti,S PRESSO,First,3.98
2299,Maruti Alto 800,2019.0,22950,1,PETROL,WB-08,Manual,HatchBack,311000,Maruti,Alto 800,First,3.11
2300,Maruti Swift,2015.0,97812,1,DIESEL,TS-09,Manual,HatchBack,504000,Maruti,Swift,First,5.04
2301,Maruti Vitara Brezza,2018.0,50481,1,DIESEL,HR-26,Automatic,SUV,772000,Maruti,Vitara Brezza,First,7.72
2302,Hyundai Creta,2017.0,72313,2,PETROL,KA-51,Manual,SUV,956000,Hyundai,Creta,Second,9.56
2303,Hyundai i10,2011.0,59559,2,PETROL,MH-12,Manual,HatchBack,257000,Hyundai,i10,Second,2.57
2304,Honda WR-V,2018.0,41825,1,PETROL,HR-26,Manual,SUV,670650,Honda,WR-V,First,6.7065
2305,KIA CARENS,2022.0,10988,1,PETROL,KA-11,Manual,SUV,1660000,KIA,CARENS,First,16.6
2306,Hyundai i10,2015.0,93593,1,PETROL,TS-07,Manual,HatchBack,395000,Hyundai,i10,First,3.95
2307,Maruti IGNIS,2017.0,73927,1,PETROL,KA-03,Automatic,HatchBack,554000,Maruti,IGNIS,First,5.54
2308,Skoda Rapid,2017.0,120754,1,DIESEL,KA-63,Automatic,Sedan,781000,Skoda,Rapid,First,7.81
2309,Honda Brio,2013.0,70569,1,PETROL,GJ-05,Manual,HatchBack,328000,Honda,Brio,First,3.28
2310,Hyundai Grand i10,2013.0,66983,1,PETROL,RJ-41,Manual,HatchBack,326000,Hyundai,Grand i10,First,3.26
2311,Hyundai Creta,2020.0,44093,1,DIESEL,UP-16,Automatic,SUV,1416000,Hyundai,Creta,First,14.16
2312,Maruti Swift,2018.0,51706,1,PETROL,DL-3C,Automatic,HatchBack,564000,Maruti,Swift,First,5.64
2313,Ford Ecosport,2021.0,25576,2,PETROL,TS-06,Manual,SUV,1022000,Ford,Ecosport,Second,10.22
2314,Maruti Dzire,2020.0,87480,1,PETROL,GJ-05,Manual,Sedan,342000,Maruti,Dzire,First,3.42
2315,Maruti Ritz,2012.0,87214,1,PETROL,DL-7C,Manual,HatchBack,220000,Maruti,Ritz,First,2.2
2316,Mahindra Bolero,2021.0,36739,1,DIESEL,PB-02,Manual,SUV,1006000,Mahindra,Bolero,First,10.06
2317,Maruti Swift Dzire,2012.0,65471,2,PETROL,MH-03,Manual,Sedan,355000,Maruti,Swift Dzire,Second,3.55
2318,Maruti Swift,2015.0,59196,2,PETROL,GJ-01,Manual,HatchBack,480000,Maruti,Swift,Second,4.8
2319,Hyundai i10,2010.0,95457,1,PETROL,DL-12,Manual,HatchBack,170000,Hyundai,i10,First,1.7
2320,Hyundai Grand i10,2017.0,72359,1,DIESEL,PB-23,Manual,HatchBack,458000,Hyundai,Grand i10,First,4.58
2321,Maruti Swift Dzire,2015.0,89997,2,DIESEL,TS-07,Manual,Sedan,635000,Maruti,Swift Dzire,Second,6.35
2322,Maruti Swift Dzire,2015.0,47097,1,PETROL,MH-12,Manual,Sedan,521000,Maruti,Swift Dzire,First,5.21
2323,Hyundai i10,2010.0,114743,1,PETROL,,Manual,HatchBack,234000,Hyundai,i10,First,2.34
2324,Hyundai Grand i10,2014.0,55890,1,PETROL,RJ-14,Manual,HatchBack,405000,Hyundai,Grand i10,First,4.05
2325,Hyundai Eon,2014.0,51119,1,PETROL,KA-01,Manual,HatchBack,313000,Hyundai,Eon,First,3.13
2326,Maruti Swift,2021.0,56409,2,PETROL,KA-50,Manual,HatchBack,733000,Maruti,Swift,Second,7.33
2327,Honda Amaze,2022.0,42206,1,PETROL,UP-32,Manual,Sedan,653000,Honda,Amaze,First,6.53
2328,Hyundai i20,2010.0,49686,3,PETROL,HR-26,Manual,HatchBack,180000,Hyundai,i20,Third,1.8
2329,Hyundai Grand i10,2016.0,60999,1,PETROL,TS-07,Manual,HatchBack,516000,Hyundai,Grand i10,First,5.16
2330,Maruti Wagon R 1.0,2015.0,64186,2,PETROL,TS-07,Automatic,HatchBack,405000,Maruti,Wagon R 1.0,Second,4.05
2331,Maruti Swift Dzire,2016.0,55632,1,PETROL,MH-47,Manual,Sedan,496000,Maruti,Swift Dzire,First,4.96
2332,Maruti Swift Dzire,2012.0,86543,3,DIESEL,KA-51,Manual,Sedan,343000,Maruti,Swift Dzire,Third,3.43
2333,Maruti Celerio,2018.0,52829,2,PETROL,TS-10,Manual,HatchBack,440000,Maruti,Celerio,Second,4.4
2334,Skoda KUSHAQ,2021.0,21150,1,PETROL,PB-91,Manual,SUV,986000,Skoda,KUSHAQ,First,9.86
2335,Maruti Vitara Brezza,2017.0,67957,1,DIESEL,HR-30,Manual,SUV,698000,Maruti,Vitara Brezza,First,6.98
2336,Toyota Etios,2015.0,61984,2,DIESEL,UP-14,Manual,Sedan,500000,Toyota,Etios,Second,5.0
2337,Maruti Swift,2013.0,80134,3,PETROL,KA-51,Manual,HatchBack,441000,Maruti,Swift,Third,4.41
2338,Honda City,2020.0,70764,1,PETROL,HR-29,Manual,Sedan,623000,Honda,City,First,6.23
2339,Maruti Swift,2012.0,52944,1,PETROL,DL-2C,Manual,HatchBack,290000,Maruti,Swift,First,2.9
2340,Maruti Swift,2015.0,55382,2,PETROL,GJ-06,Manual,HatchBack,467000,Maruti,Swift,Second,4.67
2341,Maruti S PRESSO,2019.0,32376,1,PETROL,TN-77,Manual,HatchBack,432000,Maruti,S PRESSO,First,4.32
2342,Volkswagen Polo,2012.0,27539,1,PETROL,DL-3C,Manual,HatchBack,358000,Volkswagen,Polo,First,3.58
2343,Maruti Swift,2015.0,85038,1,PETROL,KA-04,Manual,HatchBack,562000,Maruti,Swift,First,5.62
2344,Hyundai Eon,2015.0,58321,3,PETROL,TS-10,Manual,HatchBack,269000,Hyundai,Eon,Third,2.69
2345,Maruti Ciaz,2014.0,70030,1,PETROL,UP-16,Automatic,Sedan,837000,Maruti,Ciaz,First,8.37
2346,Volkswagen Polo,2011.0,31380,1,PETROL,DL-12,Manual,HatchBack,302000,Volkswagen,Polo,First,3.02
2347,Maruti Ciaz,2018.0,38754,1,PETROL,UP-52,Manual,Sedan,824000,Maruti,Ciaz,First,8.24
2348,Volkswagen Polo,2016.0,80912,2,PETROL,TS-09,Manual,HatchBack,502000,Volkswagen,Polo,Second,5.02
2349,Volkswagen Vento,2020.0,32947,1,PETROL,TS-09,Automatic,Sedan,1100000,Volkswagen,Vento,First,11.0
2350,Toyota Corolla Altis,2013.0,56766,3,PETROL,WB-02,Manual,Lux_sedan,434000,Toyota,Corolla Altis,Third,4.34
2351,Hyundai Grand i10,2017.0,41803,2,PETROL,KA-02,Manual,HatchBack,550000,Hyundai,Grand i10,Second,5.5
2352,Maruti S PRESSO,2021.0,24608,1,PETROL,PB-70,Manual,HatchBack,407000,Maruti,S PRESSO,First,4.07
2353,Tata TIGOR,2017.0,73344,2,PETROL,PB-09,Manual,Sedan,407000,Tata,TIGOR,Second,4.07
2354,Toyota Etios,2011.0,83398,1,PETROL,UP-15,Manual,Sedan,295000,Toyota,Etios,First,2.95
