Unnamed: 0,car_name,year,kilometers_driven,owner_type,fuel_type,location,drive_type,body_type,price,brand,model,owner_type_str,price_lakhs
4243,Renault TRIBER,2020.0,25986,1,PETROL,WB-02,Automatic,SUV,630000,Renault,TRIBER,First,6.3
4244,Hyundai NEW I20,2021.0,14785,1,PETROL,UP-72,Automatic,HatchBack,1061000,Hyundai,NEW I20,First,10.61
4245,Honda City,2015.0,76553,1,PETROL,TS-07,Automatic,Sedan,681000,Honda,City,First,6.81
4246,Renault Kwid,2016.0,65840,1,PETROL,TN-91,Manual,HatchBack,350000,Renault,Kwid,First,3.5
4247,Maruti Ciaz,2018.0,37678,1,PETROL,DL-7C,Automatic,Sedan,760000,Maruti,Ciaz,First,7.6
4248,Hyundai Eon,2018.0,24605,1,PETROL,TN-37,Manual,HatchBack,386000,Hyundai,Eon,First,3.86
4249,Honda Brio,2014.0,61519,1,PETROL,MH-12,Manual,HatchBack,403000,Honda,Brio,First,4.03
4250,Hyundai NEW SANTRO,2020.0,62978,1,CNG,MH-14,Manual,HatchBack,521000,Hyundai,NEW SANTRO,First,5.21
4251,Maruti Swift,2015.0,62276,1,PETROL,DL-9C,Manual,HatchBack,402000,Maruti,Swift,First,4.02
4252,Hyundai NEW SANTRO,2020.0,12017,1,PETROL,WB-26,Manual,HatchBack,436000,Hyundai,NEW SANTRO,First,4.36
4253,Maruti Swift,2015.0,44795,2,DIESEL,KA-41,Manual,HatchBack,614000,Maruti,Swift,Second,6.14
4254,Maruti Wagon R 1.0,2018.0,100362,1,CNG,DL-6C,Manual,HatchBack,405000,Maruti,Wagon R 1.0,First,4.05
4255,Hyundai AURA,2022.0,117827,2,DIESEL,TN-03,Automatic,Sedan,664000,Hyundai,AURA,Second,6.64
4256,Maruti S PRESSO,2022.0,15062,1,PETROL,PB-07,Manual,HatchBack,445000,Maruti,S PRESSO,First,4.45
4257,Hyundai Grand i10,2016.0,72841,1,PETROL,MH-14,Manual,HatchBack,463000,Hyundai,Grand i10,First,4.63
4258,Maruti Ritz,2012.0,97419,2,DIESEL,TN-02,Manual,HatchBack,347000,Maruti,Ritz,Second,3.47
4259,Maruti Wagon R 1.0,2013.0,89791,1,PETROL,AP-10,Manual,HatchBack,338000,Maruti,Wagon R 1.0,First,3.38
4260,Honda Amaze,2018.0,58422,1,PETROL,GJ-01,Manual,Sedan,628000,Honda,Amaze,First,6.28
4261,Honda City,2010.0,56253,2,PETROL,DL-3C,Manual,Sedan,245000,Honda,City,Second,2.45
4262,Hyundai i20,2010.0,48522,1,PETROL,WB-30,Manual,HatchBack,232000,Hyundai,i20,First,2.32
4263,Hyundai Elite i20,2015.0,43026,1,PETROL,WB-66,Manual,HatchBack,418000,Hyundai,Elite i20,First,4.18
4264,Datsun Redi Go,2018.0,34102,1,PETROL,TS-09,Automatic,HatchBack,324000,Datsun,Redi Go,First,3.24
4265,Maruti Celerio X,2018.0,25642,1,PETROL,KA-53,Manual,HatchBack,536000,Maruti,Celerio X,First,5.36
4266,Maruti Swift Dzire,2014.0,37725,1,PETROL,DL-8C,Manual,Sedan,392000,Maruti,Swift Dzire,First,3.92
4267,Hyundai Grand i10,2019.0,18526,1,PETROL,MH-15,Manual,HatchBack,540000,Hyundai,Grand i10,First,5.4
4268,Hyundai Verna,2018.0,86703,1,PETROL,RJ-45,Manual,Sedan,913000,Hyundai,Verna,First,9.13
4269,Maruti Alto 800,2017.0,50821,2,PETROL,GJ-03,Manual,HatchBack,320000,Maruti,Alto 800,Second,3.2
4270,Maruti Swift,2012.0,32528,1,PETROL,KL-22,Manual,HatchBack,401000,Maruti,Swift,First,4.01
4271,Maruti Baleno,2016.0,50173,1,PETROL,KA-03,Manual,HatchBack,620000,Maruti,Baleno,First,6.2
4272,Hyundai Elite i20,2016.0,74930,1,PETROL,HR-02,Manual,HatchBack,554000,Hyundai,Elite i20,First,5.54
4273,Maruti Alto 800,2016.0,41370,3,PETROL,MP-04,Manual,HatchBack,264000,Maruti,Alto 800,Third,2.64
4274,Honda Jazz,2017.0,104845,1,PETROL,,Manual,HatchBack,484000,Honda,Jazz,First,4.84
4275,Hyundai Elite i20,2016.0,84407,2,PETROL,KA-05,Manual,HatchBack,655000,Hyundai,Elite i20,Second,6.55
4276,Maruti Swift,2018.0,22518,2,PETROL,MH-08,Manual,HatchBack,573000,Maruti,Swift,Second,5.73
4277,Hyundai i20,2012.0,82251,1,PETROL,KA-01,Manual,HatchBack,417800,Hyundai,i20,First,4.178
4278,Maruti Swift Dzire,2015.0,48955,1,PETROL,MH-47,Manual,Sedan,551000,Maruti,Swift Dzire,First,5.51
4279,Maruti Swift,2010.0,77550,2,PETROL,MH-02,Manual,HatchBack,245000,Maruti,Swift,Second,2.45
4280,Hyundai Eon,2018.0,86198,2,PETROL,KA-02,Manual,HatchBack,307000,Hyundai,Eon,Second,3.07
4281,Maruti IGNIS,2017.0,69429,1,PETROL,GJ-35,Manual,HatchBack,498000,Maruti,IGNIS,First,4.98
4282,Volkswagen Vento,2017.0,105518,3,PETROL,,Automatic,Sedan,400000,Volkswagen,Vento,Third,4.0
4283,Hyundai Grand i10,2017.0,76612,1,PETROL,DL-8C,Manual,HatchBack,442000,Hyundai,Grand i10,First,4.42
4284,Maruti Alto,2011.0,52743,1,PETROL,MH-12,Manual,HatchBack,197000,Maruti,Alto,First,1.97
4285,Hyundai i10,2013.0,57575,1,PETROL,MH-12,Manual,HatchBack,341000,Hyundai,i10,First,3.41
4286,Maruti Ertiga,2013.0,51926,2,PETROL,MH-46,Manual,SUV,590000,Maruti,Ertiga,Second,5.9
4287,Hyundai Elite i20,2017.0,70855,3,PETROL,MH-06,Automatic,HatchBack,680000,Hyundai,Elite i20,Third,6.8
4288,Nissan MAGNITE,2021.0,20338,2,PETROL,GJ-01,Automatic,SUV,827000,Nissan,MAGNITE,Second,8.27
4289,Hyundai Elite i20,2016.0,101399,1,PETROL,,Manual,HatchBack,572000,Hyundai,Elite i20,First,5.72
4290,Maruti Dzire,2018.0,41352,1,PETROL,KA-05,Automatic,Sedan,847000,Maruti,Dzire,First,8.47
4291,Hyundai Grand i10,2019.0,19069,2,PETROL,BR-01,Manual,HatchBack,456000,Hyundai,Grand i10,Second,4.56
4292,Hyundai Elite i20,2016.0,48648,2,PETROL,TN-07,Manual,HatchBack,652000,Hyundai,Elite i20,Second,6.52
4293,Maruti Baleno,2017.0,22356,1,PETROL,TS-10,Automatic,HatchBack,753000,Maruti,Baleno,First,7.53
4294,Volkswagen Polo,2017.0,58137,1,PETROL,MP-09,Manual,HatchBack,505000,Volkswagen,Polo,First,5.05
4295,Hyundai Verna,2021.0,24255,1,PETROL,KA-22,Automatic,Sedan,1381800,Hyundai,Verna,First,13.818
4296,Maruti New Wagon-R,2021.0,39436,1,PETROL,TN-22,Automatic,HatchBack,642000,Maruti,New Wagon-R,First,6.42
4297,Maruti Dzire,2019.0,24826,2,PETROL,PB-56,Manual,Sedan,616000,Maruti,Dzire,Second,6.16
4298,Volkswagen Polo,2019.0,29363,1,PETROL,MH-31,Manual,HatchBack,731000,Volkswagen,Polo,First,7.31
4299,Tata TIAGO NRG,2019.0,12544,1,PETROL,TN-11,Manual,HatchBack,559000,Tata,TIAGO NRG,First,5.59
4300,Hyundai NEW I20,2022.0,19783,1,PETROL,GJ-02,Manual,HatchBack,984000,Hyundai,NEW I20,First,9.84
4301,Tata TIGOR,2021.0,20393,1,PETROL,RJ-45,Manual,Sedan,593000,Tata,TIGOR,First,5.93
4302,Maruti New Wagon-R,2020.0,61785,1,CNG,HR-76,Manual,HatchBack,530000,Maruti,New Wagon-R,First,5.3
4303,Tata TIGOR,2018.0,89624,2,DIESEL,TS-09,Manual,Sedan,623000,Tata,TIGOR,Second,6.23
4304,Maruti Baleno,2015.0,45242,1,PETROL,DL-5C,Manual,HatchBack,498000,Maruti,Baleno,First,4.98
4305,Nissan Micra Active,2019.0,21066,1,PETROL,TN-73,Manual,HatchBack,507000,Nissan,Micra Active,First,5.07
4306,Tata ALTROZ,2021.0,23307,1,PETROL,UP-78,Manual,HatchBack,764000,Tata,ALTROZ,First,7.64
4307,Hyundai i10,2010.0,53972,2,PETROL,KL-07,Manual,HatchBack,179000,Hyundai,i10,Second,1.79
4308,Honda City,2015.0,107935,2,PETROL,,Manual,Sedan,696000,Honda,City,Second,6.96
4309,Honda Jazz,2017.0,34958,3,PETROL,MH-12,Automatic,HatchBack,637000,Honda,Jazz,Third,6.37
4310,Maruti Dzire,2018.0,73705,1,PETROL,HR-26,Automatic,Sedan,647000,Maruti,Dzire,First,6.47
4311,Honda Brio,2013.0,52775,1,PETROL,DL-4C,Manual,HatchBack,264000,Honda,Brio,First,2.64
4312,Tata ALTROZ,2021.0,10297,1,PETROL,TN-05,Manual,HatchBack,842000,Tata,ALTROZ,First,8.42
4313,Maruti Baleno,2017.0,18353,1,PETROL,MH-43,Manual,HatchBack,554000,Maruti,Baleno,First,5.54
4314,Toyota YARIS,2020.0,11633,1,PETROL,KA-05,Manual,Sedan,899000,Toyota,YARIS,First,8.99
4315,Maruti IGNIS,2020.0,11195,1,PETROL,HR-51,Manual,HatchBack,488000,Maruti,IGNIS,First,4.88
4316,Maruti Alto K10,2016.0,34949,1,PETROL,CH-01,Manual,HatchBack,326000,Maruti,Alto K10,First,3.26
4317,Maruti Celerio,2018.0,56115,1,PETROL,BR-02,Automatic,HatchBack,473000,Maruti,Celerio,First,4.73
4318,Maruti Wagon R 1.0,2016.0,95574,1,PETROL,KA-02,Automatic,HatchBack,401000,Maruti,Wagon R 1.0,First,4.01
4319,Maruti Swift,2016.0,65033,1,PETROL,GJ-03,Manual,HatchBack,485000,Maruti,Swift,First,4.85
4320,Maruti Swift,2014.0,45246,1,PETROL,KA-03,Manual,HatchBack,515000,Maruti,Swift,First,5.15
4321,Hyundai Elite i20,2018.0,42185,1,PETROL,TS-09,Manual,HatchBack,743000,Hyundai,Elite i20,First,7.43
4322,Maruti Vitara Brezza,2018.0,48600,1,DIESEL,DL-6C,Manual,SUV,733000,Maruti,Vitara Brezza,First,7.33
4323,Maruti Swift Dzire,2014.0,91114,1,DIESEL,MH-43,Manual,Sedan,529000,Maruti,Swift Dzire,First,5.29
4324,Hyundai Elite i20,2016.0,56213,1,PETROL,UP-16,Manual,HatchBack,562000,Hyundai,Elite i20,First,5.62
4325,Renault Kwid,2018.0,74022,2,PETROL,KA-53,Automatic,HatchBack,396000,Renault,Kwid,Second,3.96
4326,Maruti Ciaz,2017.0,37341,2,PETROL,MH-01,Manual,Sedan,501000,Maruti,Ciaz,Second,5.01
4327,Renault Kwid,2018.0,13040,1,PETROL,GJ-05,Manual,HatchBack,304000,Renault,Kwid,First,3.04
4328,MG HECTOR PLUS,2020.0,59688,1,PETROL,TS-09,Automatic,SUV,1690000,MG,HECTOR PLUS,First,16.9
4329,Nissan Micra Active,2018.0,47101,2,PETROL,TS-07,Manual,HatchBack,434000,Nissan,Micra Active,Second,4.34
4330,Hyundai i10,2012.0,95145,1,PETROL,GJ-27,Manual,HatchBack,274000,Hyundai,i10,First,2.74
4331,Hyundai NEW I20,2022.0,13702,1,PETROL,PB-70,Manual,HatchBack,684350,Hyundai,NEW I20,First,6.8435
4332,Maruti Ritz,2011.0,23103,1,PETROL,KA-03,Manual,HatchBack,377000,Maruti,Ritz,First,3.77
4333,Tata Tiago,2018.0,58648,1,PETROL,GJ-01,Automatic,HatchBack,512000,Tata,Tiago,First,5.12
4334,Skoda Rapid,2015.0,36379,1,PETROL,MP-09,Automatic,Sedan,669000,Skoda,Rapid,First,6.69
4335,Mahindra XUV500,2015.0,88973,1,DIESEL,KA-03,Manual,Lux_SUV,966000,Mahindra,XUV500,First,9.66
4336,Hyundai Elite i20,2016.0,44611,1,PETROL,KA-07,Manual,HatchBack,659000,Hyundai,Elite i20,First,6.59
4337,Maruti Celerio,2017.0,93039,1,CNG,MH-14,Manual,HatchBack,461000,Maruti,Celerio,First,4.61
4338,Honda City,2016.0,3160,3,PETROL,WB-24,Manual,Sedan,774000,Honda,City,Third,7.74
4339,Maruti XL6,2019.0,35941,1,PETROL,UP-32,Automatic,SUV,930000,Maruti,XL6,First,9.3
4340,Renault Duster,2019.0,25628,1,DIESEL,HR-26,Automatic,SUV,911000,Renault,Duster,First,9.11
4341,Hyundai Verna,2021.0,41884,1,PETROL,MH-12,Automatic,Sedan,686000,Hyundai,Verna,First,6.86
4342,Maruti Vitara Brezza,2018.0,45655,1,DIESEL,DL-8C,Manual,SUV,734000,Maruti,Vitara Brezza,First,7.34
4343,Hyundai Grand i10,2015.0,49048,2,PETROL,DL-12,Automatic,HatchBack,432500,Hyundai,Grand i10,Second,4.325
4344,Ford Ecosport,2018.0,73725,1,PETROL,TS-07,Manual,SUV,801000,Ford,Ecosport,First,8.01
4345,Hyundai Grand i10,2013.0,108985,1,DIESEL,HR-26,Manual,HatchBack,284000,Hyundai,Grand i10,First,2.84
4346,Maruti Alto 800,2017.0,31145,2,PETROL,PB-09,Manual,HatchBack,343000,Maruti,Alto 800,Second,3.43
4347,Maruti Swift,2014.0,35225,1,PETROL,KA-53,Manual,HatchBack,538000,Maruti,Swift,First,5.38
4348,Maruti Swift,2021.0,58838,1,PETROL,HR-51,Manual,HatchBack,653000,Maruti,Swift,First,6.53
4349,Maruti S PRESSO,2020.0,51289,1,CNG,DL-6C,Manual,HatchBack,503000,Maruti,S PRESSO,First,5.03
4350,Maruti IGNIS,2018.0,74410,2,PETROL,TN-09,Automatic,HatchBack,534000,Maruti,IGNIS,Second,5.34
4351,Hyundai Verna,2019.0,29671,1,PETROL,TS-09,Manual,Sedan,857000,Hyundai,Verna,First,8.57
4352,Honda WR-V,2017.0,107627,3,DIESEL,KA-32,Manual,SUV,679000,Honda,WR-V,Third,6.79
4353,Volkswagen Vento,2015.0,107343,2,PETROL,,Automatic,Sedan,504000,Volkswagen,Vento,Second,5.04
4354,Hyundai Creta,2017.0,93563,1,PETROL,KA-01,Automatic,SUV,962000,Hyundai,Creta,First,9.62
4355,Maruti Alto 800,2017.0,47048,1,PETROL,TS-15,Manual,HatchBack,293000,Maruti,Alto 800,First,2.93
4356,Nissan MAGNITE,2021.0,48964,1,PETROL,GJ-27,Manual,SUV,798000,Nissan,MAGNITE,First,7.98
4357,Maruti Swift,2016.0,81685,1,PETROL,TN-04,Manual,HatchBack,523000,Maruti,Swift,First,5.23
4358,Hyundai i20,2010.0,64580,2,PETROL,DL-8C,Manual,HatchBack,174000,Hyundai,i20,Second,1.74
4359,Maruti Swift,2019.0,32663,1,PETROL,HR-72,Manual,HatchBack,626000,Maruti,Swift,First,6.26
4360,Hyundai Elite i20,2017.0,45302,1,PETROL,DL-8C,Manual,HatchBack,544000,Hyundai,Elite i20,First,5.44
4361,Hyundai i20,2014.0,64558,2,PETROL,KA-41,Manual,HatchBack,487000,Hyundai,i20,Second,4.87
4362,Tata NEXON,2020.0,72812,2,PETROL,TS-07,Automatic,SUV,989000,Tata,NEXON,Second,9.89
4363,Hyundai Elite i20,2017.0,65023,3,PETROL,MP-16,Manual,HatchBack,499000,Hyundai,Elite i20,Third,4.99
4364,Hyundai Grand i10,2018.0,54708,2,PETROL,TS-09,Automatic,HatchBack,580000,Hyundai,Grand i10,Second,5.8
4365,Hyundai NEW SANTRO,2018.0,30889,1,PETROL,PB-91,Manual,HatchBack,456000,Hyundai,NEW SANTRO,First,4.56
4366,Hyundai Elite i20,2019.0,29829,1,PETROL,GJ-06,Manual,HatchBack,695000,Hyundai,Elite i20,First,6.95
4367,Maruti Ritz,2011.0,18136,1,PETROL,HR-51,Manual,HatchBack,202000,Maruti,Ritz,First,2.02
4368,Maruti Swift,2018.0,72599,1,PETROL,TS-09,Automatic,HatchBack,605000,Maruti,Swift,First,6.05
4369,Hyundai Elite i20,2020.0,23664,2,PETROL,KA-01,Manual,HatchBack,782000,Hyundai,Elite i20,Second,7.82
4370,Maruti Celerio,2015.0,76920,1,PETROL,TN-39,Automatic,HatchBack,393000,Maruti,Celerio,First,3.93
4371,Maruti Dzire,2017.0,17699,1,PETROL,WB-02,Automatic,Sedan,586000,Maruti,Dzire,First,5.86
4372,Maruti Alto 800,2018.0,42611,1,PETROL,DL-5C,Manual,HatchBack,298000,Maruti,Alto 800,First,2.98
4373,Honda WR-V,2017.0,114545,1,PETROL,,Manual,SUV,687000,Honda,WR-V,First,6.87
4374,Honda City,2017.0,43877,1,PETROL,UP-78,Automatic,Sedan,824000,Honda,City,First,8.24
4375,Hyundai Elite i20,2017.0,40373,2,PETROL,MH-46,Manual,HatchBack,540000,Hyundai,Elite i20,Second,5.4
4376,Renault Kwid,2016.0,22869,1,PETROL,MH-12,Manual,HatchBack,322000,Renault,Kwid,First,3.22
4377,Honda Amaze,2015.0,43721,1,PETROL,DL-3C,Manual,Sedan,492000,Honda,Amaze,First,4.92
4378,Honda Amaze,2019.0,34748,1,DIESEL,KA-03,Automatic,Sedan,840000,Honda,Amaze,First,8.4
4379,Mahindra XUV500,2019.0,29847,2,DIESEL,HR-20,Manual,Lux_SUV,1291000,Mahindra,XUV500,Second,12.91
4380,Renault Kiger,2022.0,15616,1,PETROL,GJ-19,Manual,HatchBack,787000,Renault,Kiger,First,7.87
4381,Hyundai Creta,2017.0,25273,1,PETROL,MH-02,Manual,SUV,853000,Hyundai,Creta,First,8.53
4382,Ford FREESTYLE,2019.0,17523,1,PETROL,DL-10,Manual,SUV,583000,Ford,FREESTYLE,First,5.83
4383,Hyundai i20,2010.0,22167,1,PETROL,DL-12,Manual,HatchBack,216000,Hyundai,i20,First,2.16
4384,Maruti Swift Dzire,2010.0,36033,1,DIESEL,HR-10,Manual,Sedan,1390000,Maruti,Swift Dzire,First,13.9
4385,Hyundai GRAND I10 NIOS,2021.0,6279,1,PETROL,UP-32,Manual,HatchBack,587000,Hyundai,GRAND I10 NIOS,First,5.87
4386,Maruti Swift,2016.0,82380,1,PETROL,MP-04,Manual,HatchBack,450000,Maruti,Swift,First,4.5
4387,Maruti Dzire,2019.0,18097,1,PETROL,KA-04,Manual,Sedan,805000,Maruti,Dzire,First,8.05
4388,Maruti Swift,2017.0,57546,1,PETROL,MH-05,Manual,HatchBack,548000,Maruti,Swift,First,5.48
4389,Maruti Alto,2021.0,67623,1,CNG,HR-72,Manual,HatchBack,422000,Maruti,Alto,First,4.22
4390,Maruti Wagon R 1.0,2014.0,78624,1,CNG,MH-03,Manual,HatchBack,328000,Maruti,Wagon R 1.0,First,3.28
4391,Hyundai Creta,2016.0,71048,2,PETROL,WB-12,Manual,SUV,634000,Hyundai,Creta,Second,6.34
4392,Maruti Baleno,2016.0,38153,1,PETROL,KA-03,Manual,HatchBack,714000,Maruti,Baleno,First,7.14
4393,Maruti Baleno,2021.0,25322,1,PETROL,GJ-38,Automatic,HatchBack,799000,Maruti,Baleno,First,7.99
4394,Hyundai GRAND I10 NIOS,2021.0,35060,1,PETROL,TS-08,Automatic,HatchBack,749000,Hyundai,GRAND I10 NIOS,First,7.49
4395,Maruti IGNIS,2018.0,39817,2,PETROL,TS-10,Manual,HatchBack,541000,Maruti,IGNIS,Second,5.41
4396,Hyundai Creta,2019.0,24335,1,PETROL,HR-26,Manual,SUV,986000,Hyundai,Creta,First,9.86
4397,Maruti Ciaz,2017.0,56372,2,PETROL,HR-26,Automatic,Sedan,602000,Maruti,Ciaz,Second,6.02
4398,Hyundai i10,2011.0,83325,1,PETROL,KL-32,Manual,HatchBack,209000,Hyundai,i10,First,2.09
4399,Maruti Celerio,2022.0,7387,1,PETROL,UP-78,Manual,HatchBack,620000,Maruti,Celerio,First,6.2
4400,Hyundai Grand i10,2019.0,25714,1,PETROL,GJ-03,Manual,HatchBack,567000,Hyundai,Grand i10,First,5.67
4401,Ford Ecosport,2019.0,28735,2,PETROL,GJ-01,Automatic,SUV,792000,Ford,Ecosport,Second,7.92
4402,Hyundai Elite i20,2016.0,18774,2,PETROL,MH-03,Manual,HatchBack,555000,Hyundai,Elite i20,Second,5.55
4403,Renault Kwid,2020.0,9326,1,PETROL,KA-51,Manual,HatchBack,432000,Renault,Kwid,First,4.32
4404,Maruti Wagon R 1.0,2017.0,52293,1,CNG,MH-46,Manual,HatchBack,394000,Maruti,Wagon R 1.0,First,3.94
4405,Maruti Celerio,2022.0,3083,1,PETROL,WB-20,Automatic,HatchBack,705000,Maruti,Celerio,First,7.05
4406,Maruti Vitara Brezza,2019.0,29480,1,DIESEL,DL-1C,Manual,SUV,707000,Maruti,Vitara Brezza,First,7.07
4407,Maruti Celerio,2014.0,100204,2,PETROL,,Automatic,HatchBack,322000,Maruti,Celerio,Second,3.22
4408,Hyundai Verna,2020.0,17034,1,PETROL,GJ-18,Manual,Sedan,1049000,Hyundai,Verna,First,10.49
4409,Ford FREESTYLE,2018.0,26727,2,PETROL,MH-49,Manual,SUV,539000,Ford,FREESTYLE,Second,5.39
4410,Hyundai Grand i10,2015.0,72036,2,PETROL,GJ-05,Manual,HatchBack,447000,Hyundai,Grand i10,Second,4.47
4411,Maruti Dzire,2019.0,57268,2,DIESEL,KA-03,Manual,Sedan,801000,Maruti,Dzire,Second,8.01
4412,Hyundai Verna,2019.0,9645,1,PETROL,TS-08,Manual,Sedan,939000,Hyundai,Verna,First,9.39
4413,Hyundai Verna,2018.0,20866,1,PETROL,TS-09,Manual,Sedan,862000,Hyundai,Verna,First,8.62
4414,Tata Tiago,2019.0,45450,1,PETROL,TS-08,Manual,HatchBack,527000,Tata,Tiago,First,5.27
4415,Hyundai Elite i20,2016.0,44423,1,PETROL,TN-14,Manual,HatchBack,606000,Hyundai,Elite i20,First,6.06
4416,Honda Amaze,2020.0,57787,2,PETROL,MH-02,Manual,Sedan,368000,Honda,Amaze,Second,3.68
4417,Hyundai Grand i10,2018.0,56129,1,PETROL,TS-13,Manual,HatchBack,555000,Hyundai,Grand i10,First,5.55
4418,Hyundai i10,2013.0,87260,1,PETROL,CH-01,Manual,HatchBack,221000,Hyundai,i10,First,2.21
4419,Hyundai i10,2013.0,72805,2,PETROL,TN-04,Manual,HatchBack,324000,Hyundai,i10,Second,3.24
4420,Maruti S PRESSO,2019.0,51395,1,PETROL,KA-42,Manual,HatchBack,463000,Maruti,S PRESSO,First,4.63
4421,Maruti Celerio,2021.0,14771,1,PETROL,MH-15,Manual,HatchBack,621000,Maruti,Celerio,First,6.21
4422,Hyundai Verna,2019.0,75296,1,PETROL,MH-14,Manual,Sedan,636000,Hyundai,Verna,First,6.36
4423,Toyota YARIS,2020.0,37283,1,PETROL,UP-32,Manual,Sedan,1023000,Toyota,YARIS,First,10.23
4424,Tata Tiago,2022.0,30399,1,CNG,HR-26,Manual,HatchBack,712000,Tata,Tiago,First,7.12
4425,Hyundai i20,2012.0,75136,2,PETROL,MH-14,Manual,HatchBack,293000,Hyundai,i20,Second,2.93
4426,Renault Kwid,2020.0,20248,1,PETROL,KA-04,Automatic,HatchBack,582000,Renault,Kwid,First,5.82
4427,Maruti IGNIS,2019.0,34976,2,PETROL,KA-50,Automatic,HatchBack,566000,Maruti,IGNIS,Second,5.66
4428,Maruti IGNIS,2019.0,72225,1,PETROL,UP-65,Manual,HatchBack,510000,Maruti,IGNIS,First,5.1
4429,Honda BR-V,2018.0,84334,2,PETROL,TN-04,Automatic,SUV,825000,Honda,BR-V,Second,8.25
4430,Hyundai Verna,2018.0,61684,1,PETROL,MH-16,Manual,Sedan,460000,Hyundai,Verna,First,4.6
4431,Maruti Celerio,2014.0,89348,1,CNG,DL-5C,Manual,HatchBack,322000,Maruti,Celerio,First,3.22
4432,Honda Amaze,2013.0,110146,2,CNG,MH-04,Manual,Sedan,319000,Honda,Amaze,Second,3.19
4433,Honda Amaze,2019.0,38038,1,PETROL,TS-08,Automatic,Sedan,742000,Honda,Amaze,First,7.42
4434,Hyundai Grand i10,2016.0,53162,1,PETROL,GJ-01,Manual,HatchBack,460000,Hyundai,Grand i10,First,4.6
4435,Honda City,2014.0,46573,2,PETROL,AP-09,Manual,Sedan,617000,Honda,City,Second,6.17
4436,Maruti Swift,2017.0,25941,1,PETROL,GJ-03,Manual,HatchBack,576000,Maruti,Swift,First,5.76
4437,Honda WR-V,2018.0,50049,1,DIESEL,MH-12,Manual,SUV,831000,Honda,WR-V,First,8.31
4438,Maruti Swift,2019.0,9664,1,PETROL,WB-20,Manual,HatchBack,604000,Maruti,Swift,First,6.04
4439,Maruti Swift Dzire,2014.0,13243,1,PETROL,HR-98,Manual,Sedan,865000,Maruti,Swift Dzire,First,8.65
4440,Renault Duster,2020.0,11172,1,PETROL,KA-03,Manual,SUV,1038000,Renault,Duster,First,10.38
4441,Ford Ecosport,2018.0,39722,3,PETROL,GJ-01,Automatic,SUV,720000,Ford,Ecosport,Third,7.2
4442,Maruti Alto K10,2011.0,76371,2,PETROL,TN-02,Manual,HatchBack,242000,Maruti,Alto K10,Second,2.42
4443,Honda City,2012.0,45413,1,PETROL,PB-91,Automatic,Sedan,852000,Honda,City,First,8.52
4444,Hyundai Elite i20,2017.0,83337,1,PETROL,TS-08,Automatic,HatchBack,657000,Hyundai,Elite i20,First,6.57
4445,Tata ALTROZ,2021.0,40723,1,DIESEL,MH-29,Manual,HatchBack,822000,Tata,ALTROZ,First,8.22
4446,Maruti Ciaz,2021.0,60968,2,PETROL,GJ-05,Manual,Sedan,603000,Maruti,Ciaz,Second,6.03
4447,Hyundai i20 Active,2015.0,62593,1,PETROL,UP-78,Manual,HatchBack,516000,Hyundai,i20 Active,First,5.16
4448,Renault Kiger,2022.0,15920,1,PETROL,HR-26,Manual,HatchBack,782000,Renault,Kiger,First,7.82
4449,Honda City,2010.0,83758,1,PETROL,KA-03,Manual,Sedan,423000,Honda,City,First,4.23
4450,Maruti New Wagon-R,2021.0,25754,1,CNG,HR-29,Manual,HatchBack,606000,Maruti,New Wagon-R,First,6.06
4451,Honda Brio,2012.0,90671,2,PETROL,KA-03,Manual,HatchBack,306000,Honda,Brio,Second,3.06
4452,Maruti Wagon R 1.0,2018.0,30073,1,PETROL,UP-14,Manual,HatchBack,397000,Maruti,Wagon R 1.0,First,3.97
4453,Hyundai NEW SANTRO,2019.0,90122,1,PETROL,TS-16,Automatic,HatchBack,469000,Hyundai,NEW SANTRO,First,4.69
4454,Tata TIGOR,2020.0,14112,1,PETROL,PB-36,Manual,Sedan,566000,Tata,TIGOR,First,5.66
4455,Maruti Wagon R 1.0,2018.0,26231,2,PETROL,HR-70,Automatic,HatchBack,407000,Maruti,Wagon R 1.0,Second,4.07
4456,Hyundai Elite i20,2019.0,87935,1,PETROL,GJ-09,Manual,HatchBack,709000,Hyundai,Elite i20,First,7.09
4457,Hyundai Creta,2016.0,48428,1,PETROL,HR-11,Manual,SUV,788000,Hyundai,Creta,First,7.88
4458,Maruti Baleno,2017.0,47649,1,PETROL,MH-01,Manual,HatchBack,589000,Maruti,Baleno,First,5.89
4459,Hyundai VENUE,2019.0,32567,1,PETROL,HR-26,Automatic,SUV,1069000,Hyundai,VENUE,First,10.69
4460,Hyundai Elite i20,2018.0,75231,1,DIESEL,TS-07,Manual,HatchBack,778000,Hyundai,Elite i20,First,7.78
4461,Maruti Swift,2017.0,13559,1,PETROL,DL-1C,Manual,HatchBack,470000,Maruti,Swift,First,4.7
4462,Maruti Ciaz,2019.0,42471,1,PETROL,KA-51,Automatic,Sedan,903000,Maruti,Ciaz,First,9.03
4463,Hyundai Xcent,2018.0,68177,1,PETROL,GJ-06,Manual,Sedan,796000,Hyundai,Xcent,First,7.96
4464,Maruti Dzire,2018.0,24092,2,PETROL,WB-02,Manual,Sedan,720000,Maruti,Dzire,Second,7.2
4465,Maruti Alto,2020.0,44904,1,PETROL,GJ-10,Manual,HatchBack,380000,Maruti,Alto,First,3.8
